text,label
@AndrzejRysuje Albo w trampkach na Rysy,0
w sumie skąd znał moje nazwisko XD pewnie instruktor mu wygadał,0
"@bl_ucziz @ArturRodawski bysmy robili selfie stop, kasowali bo źle wyszly i od nowa",0
@Immanuela_Kant @bukarolbu Niech @JaninaOchojska machnie \n się za mizulmana to zaraz zmieni zdanie😁😁😁. Kompletne zglupienie😁😁,0
@Kardon1986_2 @RobertBonkowski Ale tu już zupełnie inne rzeczy decydują.,0
@KWyszkowski On się nie czepi swojej baby tylko pójdzie do filharmonii podglądać krocze dyrygentki,1
"A powtórka dlatego, że oprócz Robbena byli też w polu karnym obrońcy Hoffenheim.",0
Nie zdałam egzaminu na prawo jazdy ewww,0
"@przemszar @RafalJuszczyk28 Oczywiście, że nie. Przypominam, że walczyli o kase a nie o zawodnika, bo nie mieli szans go zatrzymać.",0
@mgogela @K_Stanowski @h_demboveac co by wybronił ? Znasz przepisy ?,0
@Jootpe za darmo po sezonie czy już w styczniu ?,0
"@Art56705546 Nie no, tego to nie trzeba udowadniać.",0
H wysłał mi zdjęcie jak uciekam żeby nie robił mi zdjęcia Xdddd,0
@SadykPasza Szymon J. By miał dożywocie w pisaniu bajek. ;),0
"@Kardon1986_2 @UEFAcom Hej @Stadion_Bstok, trochę się rozpędziliście z tymi wymianami 😁",0
@Najdrozsza Nie histeryzuję. Śpię po prostu.,0
@brakoskop bo mam trochę więcej :-),0
"@PetrosTovmasyan Weź kurwa powiedz to GP, Sakiewicza, Wolskim",0
"#słowoNaNiedzielę \nZaprawdę powiadam Wam,aby wykastrować księdza,trzeba ministranta w podbródek kopnąć.\nAmen.",1
"RT @Diablica_Zwinna: #słowoNaNiedzielę \nZaprawdę powiadam Wam,aby wykastrować księdza,trzeba ministranta w podbródek kopnąć.\nAmen.",1
"@michalrachon @tvp_info Kogut, Tarczyński co z ich immunitetami?",0
"@AdamNieznaj_2 Widzę, że  komuś cierpliwość w końcu się wyczerpała.I bardzo dobrze. Dosyć ponoszenia się różnej maści przy błędów.",0
"@andrzejakub \""Nie byliśmy przygotowani taktycznie (ale chodzi o naszą grę, nie rywala)\""",0
@Herbitussin @MCH_1906 @WislaKrakowSA @PuszczaMKS Poza tym pokaż ile klubów w Polsce płaci na czas i nie ma długów.,0
@szwedu001 @_karolcichon A my widzieliśmy Urygę w 100 meczach.,0
"Modric Modriciem, ale jak ważny jest Rakitic w najważniejszych momentach.",0
"@Hakados1 Najwyraźniej, ale jednocześnie zażyczyli sobie za nie kosmicznej, dla mnie przynajmniej, kwoty.",0
@MCH_1906 @Czupo1906 @WislaKrakowSA W poprzednim FMie Banik też wyrastał na super napastnika i wydaję mi się że teraz będzie podobnie :),0
"@pisorgpl @LukaszSchreiber Dlaczego nie dajecie video, tylko pojedyncze fotki?",0
@MalgorzataW5 @tvn24 Hehehehehe. No tak. To by się zgadzało.😁😁,0
@Ryanair Flying with Ryanair is catastrophe,0
Chłopak Dani jest po prostu brzydki idk,0
@Jakub25538824 Decyzja trenera. Widocznie są lepsi.,0
@PawelWronskigw gra w filmie science fiction,0
@Ryanair With 1.5 h delays as a standard tariff.,0
"Jezyk walenia waży 2,5 tony, zjem jezyk walenia jak pisdzielstwo ma rację",0
@Kardon1986_2 Jak jakiś będzie to poinformujemy.,0
"@selix_xo Wątpie, że mnie dopuszczą do audycji ale zawsze można próbować hahahaha koniec stycznia",0
@Tomek20272179 Biedne dziecko ta @pomaska tyle się jeszcze musi nauczyć.A główką już ma świat wychodzi😁😁,0
@PanPalemka @KonradPiasecki Żeby było wygodniej wrzuciłam większość dotychczasowych do chwili 😉\n\nhttps://t.co/TnGrapLTqw\n\n#PlakatPolityczny,0
#Wypozyczeni Puszcza - Podbeskidzie 3:2\nPrzemek Mystkowski grał ostatnie 21 minut.,0
"@MCH_1906 @lovekrakowsport Myślałem, że jakiś wywiad, a tu jeden tweet... Dałem się nabrać jak frajer :(",0
"@R_A_Ziemkiewicz Tweeta czasami wymyślisz, ale w tv jak debil. Do poziomu @mareksuski ci daleko. Kto ci pisze te tt?",0
@MalgorzataW5 Hieny zwietrzyły łatwy żer i już krążą już osaczają ofiarę,0
"@BarkidPL Dwa radiowozy obok, słowo honoru",0
@MalgorzataW5 Tt to dobre miejsce do wyrwania laski na amerykańską żonę😁😁😀,0
"@delestoile @krzysztofbosak Jeśli to powiesz, to będzie to w kontekście do tematu artykułu demagogia.",0
"@p_kasiura Tak, z dwoma zespołami z jednego kraju.",0
@TDanisz jak najbardziej im życzyłem zwycięstw w pozostałych meczach głównie ze względu na @MarcinhoSE7EN którego lubie i szanuje :),0
"nawet torebkę kupiłam więc supi, mogę teraz żyć jak człowiek",0
"@S_Wikariak - Jaką masz temperaturę?\n- 37,1. Żegnajcie kochani!",0
"@Vibovitsch to szczegółowe powinowactwo kuzynki syryjecznej prababki hobbita, który pojawia się raptem na dwóch str. jest pasjonujące!",0
TRADYCYJNA\nWYŚMIENITA\nSWOIM SMAKIEM\nSERCE CHWYTA TO\nZUPA ROMANA,0
RT @blueberryloveme: TRADYCYJNA\nWYŚMIENITA\nSWOIM SMAKIEM\nSERCE CHWYTA TO\nZUPA ROMANA,0
@APanczyk @BergNieWracaj ależ przypadek że akurat błędy na korzyść tych partii hehe :),0
@Sejmus81 @JustynaKrupa77 a przed sezonem gdzie widziałeś drużyne ? Przecież jesteśmy cieniasami.Mam nadzieje że chociaż 1 mecz wygramy,0
@tvp_info @BeataKempa_KPRM A Mariott dla ciebie i dworu ile kosztował?,0
"@StarlightMaddie jak pierwszy raz przesłuchałam to byla taka meh, ale po setnym razie jest juz super",0
@DJuszczyk @pulkownikWareda @DanielWaszczyk nie chodzi mi o dyktowane wpisy ale nie może Pan pisać niektórych rzeczy.Taka praca.,0
@TygodnikWPROST Księciu Georgu a nie Harrym.\nProfesjonaliści w każdym calu.,0
@preciouscliffo No to taka to pożyje 😂😂😂😂,0
@sebwarzecha Ów materiał ludzki trudno porównać. Inne czasy.,0
"@h_demboveac Myślę, że sędzia uznał to pierwotnie za czystą interwencję, bo w przeciwnym razie to raczej by żółtą za symulowanie pokazał.",0
"Jeszcze mam 1,5 piwa czyli 0,45 min i znikam, tak tylko mówię",0
"kto chce follow4follow na instagramie? podawajcie nazwy, czekam",0
@JaNeK_4 @cwiakala @A__J__K @lbartnicki O Arkadiuszu Recy było to samo ?,0
"@sjastrzebowski @LKS_Lodz Ale ten gość wchodził jej w cyce i go popchnęła, a liścia ładnie przyjęła, także pisdzielstwo zawsze na dnie",1
@R_A_Ziemkiewicz Proszę o swastykę w profilowym i gdzie tam strugasz tą swoją filozofię #dorzeszy,0
@mzietara7 Yvonne irytowała ale miała duży wkład w sukcesy.Oby teraz było podobnie :) U Jose się ogarnie :),0
Kurwa jak ja nienawidzę pomnkików,0
@marcini Wasz nowy nabytek ? :),0
@MarcinhoSE7EN jest błąd bo niestety Bondar nie został wybrany najlepszym zawodnikiem ekstraklasy mimo że mu się to należało :),0
@HeelPiTeRo @sirtimon90 Z czego 6 remisów 😂,0
@Daniosss @SadykPasza mam nadzieje.Najbardziej przereklamowany zawodnik w lidze w ostatnich latach wg mnie.,0
@swagandswagCX Ej macie taką głęboką więź albo coś? Czy to tylko mit,0
@antymonowicz @dry_red Taki senatorski squat kurwa jego mać,0
"@ChopinAirport Btw fajnie się można pobawić w jakimś sloganie LOT-u słowami \""polecieć\"" i \""polecać się\"" 😀",0
"@Ukashq @niegrzeczny_zen A mnie wkurwia, że dają bogatym 300+, 500+, a dla nich nie ma mimo że kurwy pisowskiej im to obiecały",1
#Wypozyczeni: GKS Katowice - Podbeskidzie 0:1.\nPrzemek Mystkowski grał od 61. minuty.,0
"@Angie777W @RadioMaryja Komornik zajal mi konto za spowiedz przez tel @RadioMaryja z odsetkami 24 tyś, czego tu nie rozumieć",0
Cute muszę szybko iść do apteki po żelazo żeby nie umrzeć bo wczoraj kompletnie zapomniałam,0
@adorableshai Dwa razy w życiu ja widziałam xdddd,0
@ZelekZyzynski Wiadomo ze z dziećmi wyjście na Gubałówke to większe wyzwanie jak na rysy bez dzieci ;),0
@technofrau743 @hubert_cieslak Kupcieu jeszcze sukienkę i postawcie na kratce wentylacyjnej metra.,0
@Immanuela_Kant Powiedziałem do domu i do roboty!,0
"@Najdrozsza :-) Nie ma też niemobilnego wózka. Chyba, że zepsuty.",0
@JustaBlaszczyk @ACielczyk ale czy CHODZILIŚCIE a nie czy CHODZICIE,0
@and_klemba @MKSCracoviaSSA Rozpieszczeni czym ? Wpierdolem od Macedończyków ?,0
"@niegrzeczny_zen @proof_prof @KOW_z_KOD Chętnie bym coś zajebał albo dał lapóweczkę, ale nie mogę się przełamać, jestem taką pizdą",0
@Piechocinski @JNizinkiewicz @rzeczpospolita Skoki i Możejki  to mld,0
@mzietara7 czemu ? Masz zakaz stadionowy ?:),0
"@M_Wawrzynowski Tak się zwijał z bólu w doliczonym czasie w Krakowie, że Nawałka myślał że mu się odnowiła kontuzja 😂",0
"@K_Stanowski @talar_daniel @LukaszOlkowicz Myślałem, że po bramce są największe brawa 🤔",0
"@LBalcerowicz @WojSadurski @IreneuszSiwiec Nie ma od kogo odbijać, takie miernoty",0
"@szczepan_23 Przecierz to 99% frajerów którzy kiedyś legii nienawidzili a teraz straszni legioniści( pazdan,hamalainen,k.maczynski itp itd)",0
"@guzik_magdalena @Diablica_Zwinna @Ilonaw8 Wrócił, ale już nie jest taki sam",0
"@prezydentpl Wspaniale! Za to wyróżnienie serdecznie dziękuję i myślę, że wszyscy wuzetzetowcy są Panu Prezydentowi wdzięczni!",0
"RT @KWyszkowski: @prezydentpl Wspaniale! Za to wyróżnienie serdecznie dziękuję i myślę, że wszyscy wuzetzetowcy są Panu Prezydentowi wdzięc…",0
@WojciechMucha nie ma za co :-) @SciosBezdekretu,0
@malyy5 @zyziza Daj klapsa o w nogi😁😁😁,0
"@Salon24pl @ZbigniewKuzmiuk Rozumiem, że zaczyna od kolegów @mhorala",0
@beatabiel a co to takiego? Piękne.,0
kod czyli język jak coś xd,0
@s_czaplinski @Pulit007 Siły to może ale spora część tych silnych ma problemy z inteligencją,0
Kto chce się jutro przejść na spacer moje znajomki halo,0
"No cóż, dwa gole strzelone...",0
"@JacekZalek Chłopie, ty rozpocznij walkę o utrzymanie przy życiu resztek twoich komórek mózgowych.",0
"@kobuz3 Hehehehehe. Mówiłem, że to gówniana opozycja😁😁😁😁",0
@bogdan607 @prezydentpl Grześ umie w zdjęcia 😉,0
"@WeszloCom Bujda, że Var sprawdzany po rozpoczęciu od środka ? Zmieńcie informatorów albo oglądajcie dokładniej mecze.",0
"@adorableshai Oczywiście, przecież to nie możliwe albo jak już to przyjdą jakieś podróbki podróbek",0
@m_szafranski Skręcam wyłącznie w prawo ➡😎,0
@rafal_futsal niewiarygodne to jest to że jak np Romanczuk w Lidze+ wspomni o futsalu to całe środowisko futsalowe jest tym podniecone,0
"@PiotrWolosik @wlodar85 Nawet piwka w Pradze nie można spokojnie wypić, trzeba czuwać 😁😁😁",0
@T_Stanislawski @D_Tarczynski PiS za to jest partią służących.,0
@KoziolMK @Lola69Piotr @pisorgpl Jakieś video z tej imprezy? Coś na Instagramie? Ma ktoś coś? Jakiś link?,0
Mam ochotę się poryczeć i zostawić to wszystko,0
"@KatarzynaPawlak Halo CBA, czy w to słyszycie? Urzędniczka KPRP wręcza łapówki 😂",0
"@TadeSpychalski @Lola69Piotr @SasinJacek @SasinJacek  powinien się generalnie za wszystko wstydzić, więc dobrze że już zaczął",0
"I kończąc temat: gdyby tak jak Mączyński zagrał Furman, to by się pół Twittera zesrało z wrażenia. Bo z Legii.",0
"RT @K_Stanowski: I kończąc temat: gdyby tak jak Mączyński zagrał Furman, to by się pół Twittera zesrało z wrażenia. Bo z Legii.",0
@tvp_info Jakiś problem? Przecież za 5 gwiazdkowy hotel @BeataKempa_KPRM pomoże na miejscu.,0
@iwonazet @JustaBlaszczyk nazywa się typowo po belgijsku :)),0
@ko_mar8 @Kasiek_KK @MichalMichalak @survi777 @MCH_1906 Czasem spokojny czasem nie 😂,0
@jankiew_lp @filipmfn Na Euro 2012 został powołany zresztą kosztem Glika 😜,0
Ostatnie trzy mecze ligowe Jagiellonii w skrócie 😄\nhttps://t.co/f2IiOcqhPs,0
"@dolzyk Nie, HBO Go na darmowym miesiącu 😜",0
"@PerfSassyMaster Albo jak jadą po najmłodszym jak po szmacie mimo, że nie ma w tym w ogóle racji i nic się z tym nie robi :)",0
@Jakub_Mikulski @MarekSiwik @MacKarczynski @rafal_futsal @zmijkats to ile drużyna musi strzelić bramek żeby mogła narzekać na sędziego ?,0
@KatarzynaPawlak Nie chcę wiedzieć co jest w środku.🆘,0
@KatarzynaPawlak Dupę tam dziadkowi zawracać jakimiś głupotami. 🤣,0
"@DawidWildstein Łatwo oceniać, świadczy o twoim niedojebaniu umysłowym, Kto mieczem wojuje, ten od pochwy ginie",1
"@Kardon1986_2 Z Martino to Argentyna dwa razy była w finale Copa America, gdzie dwukrotnie przegrała w karnych.",0
@smok05 @pisorgpl @AndrzejDuda Dekompozycja obozu rządzącego stała się faktem,0
Dzisiaj o 18:00 strefa kibica w Radiu Akadera! Zapraszamy!,0
@rightbankwarsaw @HistoriaWisly na środku Zdzisław Kapka ?,0
@daria_utf Ok dzięki ale.juz zobaczyłem w tv. Niema coś mody na Jage w Białym. Czym to spowodowane?  Drogie bilety?,0
"@jonash_d Jest różnica, czy zatrzymuje Cię w tym Belgia czy Luksemburg.",0
@Patriota1989 @ogorkowazryzem @SzJadczak .... To że kogoś zatrzymali i przedstawili jakieś zarzuty nieznaczy ze zostanie winny tych zarzutów,0
Tęsknie trochę za R jakim człowiekiem jestem,0
@daria_utf @optymistka Ale oby legia mistrzem niebyla,0
"@michalkarnowski Jakie to przyziemne, przestań pisać bo wpadne w melancholię",0
@KancelariaSejmu @beatamk @StKarczewski A kto jest przewodniczącym państwa polskiego?\nAle są debile w sejmie.,0
@a_delimat *zniechęca do siebie wszystkich kibiców \n*ląduje w rezerwach\n*dostaje wysoką kare finansową,0
"@Polsport Marzenie Lewego zderzyło się z jego chęcią zarabiania więcej, gdy w grudniu 2016 przedłużał kontrakt do 2021 :)",0
@JustaBlaszczyk jak ktoś się interesuje koszem to pewnie wpadnie :P,0
@KatarzynaPawlak Komorowski wyciągnąłby wizytówkę banku i doradził odpowiedni kredyt .,0
RT @z_trybuny: @KatarzynaPawlak Komorowski wyciągnąłby wizytówkę banku i doradził odpowiedni kredyt .,0
@PanWilk Niekoniecznie Trentowi. To na co dzień stoper.,0
Gdzie ta ludzka ektoplazma @JacekZalek ?,0
KURWA ŻEBY CHUSTECZEK HIGIENICZYCH W DOMU NIE BYŁO???,0
Teledysk do breathin wychodzi dzisiaj! Jestem taka ciekawa co Ari stworzyła aaaa,0
RT @PolishToulouse: Teledysk do breathin wychodzi dzisiaj! Jestem taka ciekawa co Ari stworzyła aaaa,0
@bieberakamuffin Po cioci tego nie ma XD w podstawówce byłam grzeczna 😇😇,0
@TSWislaCanPack brawo.Drużyna bez gwiazd ale z charakterem :),0
Zdałam prawko kurw ludzie ja pierdole,0
"@tvn24 @jbrudzinski Reporter TVN nie dostał 20k za heilowanie, czyli wychodzi że jest jedynym nazistą na tej imprezie.",0
"RT @Rus_Mirek: @tvn24 @jbrudzinski Reporter TVN nie dostał 20k za heilowanie, czyli wychodzi że jest jedynym nazistą na tej imprezie.",0
@panmarelaks @rafvile @Artur_q77 Przekażcie Panowie @Artur_q77 moją prośbę o zdjęcie bana,0
"Jak mówię, że nie lubię ludzi to znaczy że nie lubię ludzi ok",0
@J_Krecidlo tzn że nie oglądałeś meczu Legia-Wisła.,0
@lis_tomasz Kiedy ten patologiczny kłamca skończy wreszcie opluwać Polaków i Polskę czy niema paragrafu na tę hienę?,1
RT @chrzciciel: @lis_tomasz Kiedy ten patologiczny kłamca skończy wreszcie opluwać Polaków i Polskę czy niema paragrafu na tę hienę?,1
@MarcinhoSE7EN @LaMachete69 skład wcale nie taki mocny ale wmówili sobie że to dream team i będą mistrzem na jubileusz,0
@zmierczi93 @andrzejakub @PiotrWolosik Polkoś rozegrał 30 na 34 mecze Pogoni w 1. Lidze w poprzednim sezonie.,0
"@preciouscliffo jest spotkanie w sprawie wymian do usa z uczelni, idziesz? xd",0
"@szczursonJ @MarekS1999 @Jagiellonia1920 Nigdzie to nie zostało wyszczególnione i nie wiem, co to ma do rzeczy.",0
"@BorkowskiPiotr @sirtimon90 Ale też to Cionek, a nie Dawidowicz (przed transferem tego pierwszego) grał regularnie w Palermo ;)",0
"@hug_me_justin_b O to tak jak ja, zresztą tak jak rok temu, dzień po moich urodzinach 😂😂",0
"@MichalMichalak @MCH_1906 @mar_titak Mateusz ma słabego managera, bo nie załatwił mu lepszego telefonu xD",0
"@szczursonJ @Jagiellonia1920 Jeśli nic sie nie zmieniło, to nie wraca do Białegostoku.",0
"@ASzczesny89 Spoko, najpierw pomylił Cię z Arturem i mu nawrzucał 😂",0
"@R_A_Ziemkiewicz Się nie zesraj. PiS i tak będzie rządził drugą kadencję, a kiedy swastyka?",0
"@Piechocinski @pawelkowalpl Kukurydza wyrośnie na wszystkim, masa się liczy",0
@MCH_1906 @MichalMichalak Jak się chce utrzymać to się nie zatrudnia króla remisów :) ale w tym meczu remis nie grozi :),0
@MalgorzataW5 A ja zapytam może trochę naiwnie: czego k...wa poseł Bieńkowska tak bardzo nienawidzi?😁😁,0
@StarlightMaddie ooo może w tym roku zrobią w Toruniu!,0
"@JustaBlaszczyk to tak jakbym oglądał multilige.Znam wyniki, widze bramki ale mecze jak wyglądają to nie wiem :P",0
#NAME?,0
"@Immanuela_Kant @R_A_Ziemkiewicz W kolumnie z ochrona, jakas wicepremier od niczego, po kiego chuja",0
@K_Stanowski Ale jakby była to wszystkie zespoły by tę minute uszanowały,0
"@K_Stanowski I odgórnie zasady ze spaść może tylko z tej 18:Katowice,Stomil,Korona,Zagłębie nad Pogonią bym się zastanowił",0
"Kościół =kara jestem pogrzeb, albo wesele, cierpię strasznie, w nic nie wierzę co mówi kutas z ambony",1
@KJagodynski 100% poparcia dla @MSarapata zawsze i wszędzie.  Na dobre i złe.,0
@AbulafiaPotocki Bredzi jak potłuczony. A nadzór nad KNFem to kurwa krasnoludki mają?,0
"@StarlightMaddie ja czuje, ze tutaj nie bedzie zadnej osobki z tych miast😒",0
#SierraBurgessIsALoser bardzo mi się ten film podobał,0
"@daria_utf Niepisze ze się klocisz. Porostu mieliście jedna sytuacje żeby 3 pkt zdobyć i się tej sytuacji lapiecie, 😜",0
@pw_wysocki Zupełnie mi nie przeszkadza ta cykliczność. To moja mała świecka tradycja 😉,0
"@filipmfn @FModrzejewski Hah, to zobacz tekst o Góralskim.",0
"@PatrykJaki Doły partyjne w popłochu, musisz walczyć",0
@michalkarnowski Bądź Robinson Crusoe i Piętaszkiem,0
"Dzwoniłem na policje, kopalem cudzy rower, guwniara w domu, nie polecam",0
@SadykPasza No tak ale jak obserwujesz takich ludzi to później nie narzekaj że masz takie rzeczy na tt :P,0
"@Buntownik @a_hrechorowicz @papfoto No uwaga, bo w Adidasie chodzi głównie ekipa Norwegii i Niemiec ;-)",0
"@CesarzowaIwona Stopki sexowne,pantofelki ok. I o co chodzi?😁😀😀😀😀",0
"@ZiobroPL Jasne, trzeba szybko coś wykombinować żeby uratować swoich przed zagładą.",0
"@survi777 Są gorsze rzeczy. Ludzie piszą, że jest rok 2k18 zamiast 2018 😂",0
"@sierpowy7 @HeelPiTeRo Ale co to za roznica? Dajesz tyle ile chce Wisla i negocjujesz z piłkarzem, żeby to Ciebie wybrał. To mnie dziwi :)",0
Stoję w kolejce po prawko,0
@lis_tomasz Tobie muszą nieźle płacić za to gówno pomyj.Nikt normalny dzień w dzień by nie dał rady .,1
RT @GrzechuMakowia1: @lis_tomasz Tobie muszą nieźle płacić za to gówno pomyj.Nikt normalny dzień w dzień by nie dał rady .,1
"@niegrzeczny_zen @KsKneblewski Pojebało cię, normalna rodzina katolicka, pytam",1
"@sjastrzebowski Ooo, ale żeś się uniósł, przecież w se nie ma tekstu, same obrazki",0
"@ksietczynski dziękuję, ale to też już dawno zrobione :-(",0
@SadykPasza dlaczego szkoda ? Chciał więcej zarabiać to będzie.Chyba nie uwierzyłeś w bajki że tam ma większe szanse na granie ?,0
@napalonywikary Pizza tylko capricziosa a kebab tylko od turka z baraniną,0
@MalgorzataW5 Nie ma to jak na łonie😁😁😁😁,0
@jakubiak_marek W imię cywilizacji i godności człowieka,0
@DlugoszMarcin Tak. Ostatnio w Zalgirisie Wilno. Nas w sparingu zatrzymał 😜,0
@K_Stanowski oczywiście że bzdura.Trzeba reagować jak niekorzystnie piszą o Legii.,0
@samprerejra Twoi koledzy w TV palą po klatkach schodowych. Zapytaj.,0
"@maciej_szymczak Hmmm, skąd wiesz, że chciałam dziś jechać do Nowego Sącza? 😁",0
@KiewiczKrz Jakieś kwoty znane czy ściśle tajne?,0
@SlawekNeumann I kolejna kasa dla kościoła. Z tym się zgadzacie jako opozycja?,0
@Berni_Krynicka Może pora skorzystać z porad specjalisty?,0
"@adorableshai Nie masz alkomatu? Wydaje mi się, ze tak bo masz jeszcze sporo czasu a to piwo chyba nie na za dużo procentów",0
"@p_kasiura @charlottebojar Dobra dobra, nie udawaj, byłeś oznaczony pod odpowiednimi screenami jeszcze przed pierwszym gwizdkiem.",0
@HeelPiTeRo I już Ci info nie pykło 😛,0
"@Gasiuk_Pihowicz @PUDLOWSKI czy to jeden z tych \""mieszkańców\"" których wozicie po całym kraju na różne spotkania PiSu???",0
"RT @axelkowalski1: @Gasiuk_Pihowicz @PUDLOWSKI czy to jeden z tych \""mieszkańców\"" których wozicie po całym kraju na różne spotkania PiSu???",0
@M_Pasieczny @Kumak105 o czym ty mówisz ? Przecież od kiedy Cupiał jest to zawsze tak było,0
@R_A_Ziemkiewicz O ja pierdolę jesteś i ty,0
@ZelekZyzynski @BorekMati Niekazde dotknięcie noga w nogę  w polu karnym to karny.,0
"@domidlugosz och, to też mój superman w kuchni. Jak coś średnio wyjdzie, On nadchodzi 😉",0
"Gen Jaruzelski jast taki świerzy, a Kaczyński taki śmierdzący",1
"@sportmalopolska @WislaKrakowSA @DamianDukat @pol_llonch Teraz jest próba zrzucenia wszystkiego na zawodnika, że on nie chciał zostać.",0
@rafal_futsal @an_bryla @homa_marek może dlatego że jesteście słabi ?,0
@frondapl Czego? Ja prdle Pawłowicz i kultura....,0
tami. Nawet przestrzeń między nutami.,0
Klasyczny Jarmolenko. Zejście z prawego skrzydła do środka i techniczny strzał lewą nogą.,0
@maciej_szymczak @bratpafnucy No i po co te uprzedzenia? Trochę tolerancji! #NieWiemy,0
@Twieszczu Panie Tomku jaki lepszy bilans po podziale ?:) regulamin się kłania :),0
@martaczarnypies @SzatanStockton Koniec miesiąca się zbliża. Gowin zaczyna bredzić z głodu.,0
"@mbork88 Gala jest w kretynskim momencie i nagroda ni to za sezon, ni to za rok.",0
"@Kardon1986_2 Nie będą, bo spudłował pod koniec ubiegłego sezonu :D",0
@RobertChudzik @MaciejWasilews2 A ten wieloletni staż to gdzie? Na lotnisku w Radomiu?,0
"Tak na marginesie, bo to faktyczny margines Polacy nie sa @R_A_Ziemkiewicz ami",0
@G_Raczkiewicz Tę umiejętność osiąga się z wiekiem i liczbą nadgodzin 😉,0
"16 X 1978 \n- Kard. Karol Wojtyła zostaje wybrany papieżem #JPII\n- Wanda Rutkiewicz, jako pierwsza Europejka, zdobywa najwyższy szczyt ziemi",0
Jak Klaus dzisiaj umrze to ja wpadnę w depresje,0
Kurwa! Czy ktoś może pokazać kiedyś temu Arłukowiczowi kim naprawdę jest. Kopią tego biednego Selina razem z MO.,0
"@N_Bozejewicz Gdyby nie Malarz, to Legii w eliminacjach europejskich pucharów by nie było 😉",0
Tata nie wiedział zd mam w czwartek urodziny thx m8,0
"@Strzygul @ZbigSiedlewski @a_hrechorowicz Tak, koty często na to chorują.",0
"@survi777 @Kasiek_KK @mar_titak @MichalMichalak @MCH_1906 Ej bez takich insynuacji, bo się obraże :)",0
Skąd wiecie jak Piotruś zareagował na yearsów bo na youtubie nie m w ogóle trenerów pokazanych w trakcie tego występu  #TheVoiceOfPoland,0
@daria_utf Trochę się zna człowiek na tej ekstraklapie,0
"@RobertBonkowski Szczerze? Nie bardzo. Nie wydaje mi się, żeby sprawdzenie, czy mają te prawa, czy nie, wymagało wielu godzin.",0
"@R_A_Ziemkiewicz Tu, u steru władzy mamy\nKogo? Synka swojej mamy! :D",0
"@Pazdziernikowa Może go któryś przeruchal w dzieciństwie i mu się spodobało, to ich broni",1
"@Kardon1986_2 @michal_jar @_Piotr77dM @J1927B @Jagiellonia1920 Ceny nie biorą się z księżyca. Skoro tak urosły, to znaczy, że się opłaca.",0
"@sierpowy7 A widzisz, na livescore nie odnotowali.",0
@MalgorzataW5 Łona mają to do siebie że bywają piękne😁😁😁,0
@Tysol @KWyszkowski Tajna grupa na FB? Zmieńcie dealera albo przestańcie ćpać.,1
@sierpowy7 @HeelPiTeRo Jak będą biegać 2 razy wolniej to sobie poradzi 😜,0
@WislaKrakowSA @PuszczaMKS Wzmocnienia ? Przecież nie mamy kasy. Tacy zawodnicy jak Kokoszka to nie wzmocnienia.,0
@PolskaPolicja A dziennikarka Trójki też takie dostała?,0
@sbigi23 Krzyś umie w zdjęcia. Oraz jest na TT @KSitkowski1 😎,0
#dividetourwarsaw zrób ktos live spod stadionu prosze potrzebuje tego,0
RT @trustnonbitch: #dividetourwarsaw zrób ktos live spod stadionu prosze potrzebuje tego,0
@StarlightMaddie potrzebuje sponsora do premium konta XD!,0
@MichalTrelaBlog Teraz hutnik powinien wydać oświadczenie dlaczego u nich brak oświadczeń,0
@JustaBlaszczyk akurat z Pop to nie dziwie się jeśli nie ma nic do gadania,0
I właśnie to pokazał Cakir. Nieudane zagranie głową i piłka trafia w rękę. W UEFA nie ma mowy o karnym. (vide Benatia z Tottenhamem).,0
"- No dobrze, a czego jeszcze Ci życzyć, poza tym, żebyś przeszedł grę?\n- Żeby \""Bolesław Chrobry\"" Gołubiewa wyszedł na e-booku.\n#DzieńDziadka",0
"@wislaportal Brożek miej litość dla nas i strzel w końcu bramkę, bo jak widzisz kiko się nad tobą lituje 😀",0
"@Slavcatt @GadowskiWitold Tobie matole nikt nie odpisze, bo nikt cię nie ogląda.",1
@ko_mar8 @Kasiek_KK @paweltrost87 skoro ksero tzn że jednak nie jesteś jedyna i niepowtarzalna! :),0
"@Bart_Wielinski Ten płaczliwy histeryk, parodii prokuratora, rozemocjonowany idiota",1
"Po czym poznać bolszewkia, po oburzeniu",0
"@K_Stanowski A samo Maroko kandydowało do MŚ 2026, więc pewnie pieniędzy na ściągnięcie dobrego futbolu tam nie brakuje.",0
@tom_ur ciekawe po co kibicom BMG szaliki Celtiku ? A kibice Celtiku pokazują że dla nich to zwykła nic nie znacząca szmata,0
Co się stało z cyckami Ariel Winter,0
"@mbork88 Jeśli chodzi o reprezentację siatki i nożnej to uważam że siatkarze mają przewagę popularności, piłkarze nadrabiaja klubami",0
@TDanisz a Koval gdzie trafił ?,0
400 Lat wykonawcy R.U.T.A. \u0026amp; Paprika Korps\nhttps://t.co/gwhaMkZ0jj,0
"@BLewak To jest 3600 dla rodziny 2+1, ale zakładając składki odprowadzane, 1400 +153 rodzinne odpada, to bez względu na dochód masz 1530 zl",0
Ten zakompleksiony zamordysta w jednym z programów @lis_tomasz ośmieszył tą dziennikarską hienę,1
@BergNieWracaj jeśli nie podpisała stosownej umowy z zawodnikiem to piłkarz wybierze lepszą oferte,0
"@domidlugosz nie, krówki to Prezes chciał :) @chlopzmazur78 @MariuszGierszew",0
