TEXT,GENERAL TAG,SPECIFIC TAG,CATEGORIES,PHRASES
Moja bratanica gadała na lekcji i nauczycielka zwróciła jej uwagę a ona za to walnęła fochem 😂,0,0,,
"@JustaBlaszczyk życie.Ale będzie dobrze, głowa do góry :)",0,0,,
@SKWK1906 20:00 - 18740 \nDziś powinno pęknąc 19 tys👏,0,0,,
„Rokita: chylę czoła przed Kaczyńskim i Ziobrą za reformę sądów”\nhttps://t.co/P3tTbWBuG5,0,0,,
RT @JSaryuszWolski: „Rokita: chylę czoła przed Kaczyńskim i Ziobrą za reformę sądów”\nhttps://t.co/P3tTbWBuG5,0,0,,
@ACielczyk ale nawet to ludzi nie przekonało :),0,0,,
Jutro jestem umówiona z Adą,0,0,,
@mogiel90 a Wisła co ma udowadniać ? Ma prawo zsyłać do rezerw kogo chce @SadykPasza @MarcinTyc @mwantola,0,0,,
@lbartnicki ej ale od kotów to Ty się odpier*ol! Hehe :),0,0,,
"@kibic_999 Nie słyszałem, żeby leczył jakiś uraz. Po prostu dołączył do drużyny już po okresie przygotowawczym.",0,0,,
"@freedom1970a Sorry ale jaki wyborca, taki wybrany.",0,0,,
@MichalMichalak Może zmieniają wersje wywiadu 😂,0,0,,
@TwaroTwaro A co takiego ma się dziać?,0,0,,
.@r_czarnecki @PUDLOWSKI @ARybinska @WojciechMucha prof. Z. #Krysiak - 21:50 #BezRetuszu @tvp_info zapraszamy!,0,0,,
RT @BezretuszuTVP: .@r_czarnecki @PUDLOWSKI @ARybinska @WojciechMucha prof. Z. #Krysiak - 21:50 #BezRetuszu @tvp_info zapraszamy!,0,0,,
@mamaaleksa Kolejne ruchadło. Który z nich aktyw a który pasyw?,0,0,,
"@AgnieszkaKusze2 @p_zuchowski Adrianowi było bliżej do Katynia w New Jersey, niż do Katynia w Katyniu.",0,0,,
"RT @Phil_Backensky: @AgnieszkaKusze2 @p_zuchowski Adrianowi było bliżej do Katynia w New Jersey, niż do Katynia w Katyniu.",0,0,,
@Ken__12345 @R_Kalmus I bardzo dobrze. W niedzielę tylko kruchta a nie zakupy. A pracownicy? Wypad na bruk i modlić się.,1,2,szy,
@Gasiuk_Pihowicz Kamila zrujnowaliscie razem z mafią PO dobre imię Polski. Koryto nie wróci☝☝☝☝,1,2,szy,
RT @Krzysiekk20: @Gasiuk_Pihowicz Kamila zrujnowaliscie razem z mafią PO dobre imię Polski. Koryto nie wróci☝☝☝☝,1,2,szy,
@sjastrzebowski Jebie nacjonalizmem na cały tt,1,2,,
@RafaSzlaga @TDanisz oczywiście że nikt nie traktuje poważnie.Jestem ciekawy ilu kibiców potrafiłoby wymienić medalistów IO'12,0,0,,
"@cezarygmyz @JHarlukowicz @Jacek Harlukowicz:Tak to już jest, że najszybciej zwraca na siebie uwagę idiota.",0,0,,
"@Immanuela_Kant @amnestyPL A my mówimy @amnestyPL i tej jakieś tam tak po prostu,po staropolsku: wypierdalać z naszego kraju!",1,1,"atk, atk",wypierdalać z naszego kraju
@m_kobylarz @BPachacz @kaczmarczyk1906 @MikeGrzesik91 @Daniosss chorwackie mogą przepisywać info z polskich.Taka prawda.,0,0,,
@Barankiewicz To chyba bardziej @R_A_Ziemkiewicz srales nie pisz,1,2,atk,
@Bemowiak84 @Marciniak_k Ej ale jest przecież jeszcze golf i Liga Mistrzów w ping pongu 😂,0,0,,
@pulkownikWareda @wislaportal Ja jestem zadowolony z tego transferu :P,0,0,,
"@huralinho Barcelona też miała kontrowersje w swoich dwumeczach, to nic nie zmienia. I nie wygłupiajmy się tłumaczeniem wulkanami.",0,0,,
@mikrorekin @MateuszNinuka @AgaaJagaa @Jagiellonia1920 @PiotrWolosik @JagielloniaNet Nie przypisuj mi swoich ambicji ;),0,0,,
Może zamiast pakowania milionów w promocje pisu PKO zainwestowałoby w jakieś lepsze zabezpieczenia?  Śmiech na sali,0,0,,
"@jacazet PS. Tylko masz drobną literówkę: \""film\""",0,0,,
"@lis_tomasz Z czego się śmiejesz, nie zauważyłeś że masz oglądalność 35 osób na kanale?",0,0,,
"RT @lukasz_nd: @lis_tomasz Z czego się śmiejesz, nie zauważyłeś że masz oglądalność 35 osób na kanale?",0,0,,
właśnie dałam kosza a wy jak się bawicie dzisiaj,0,0,,
@mwdowiarski W piątek mnie nie ma ;d,0,0,,
@MalgorzataW5 To Janda uprawia czary😁😁😁razem z Senegalem😁😁😁,0,0,,
@jacazet Dziękuję za przemiłe życzenia i ściskam noworocznie 🤗🤗🤗,0,0,,
Ja bym chyba dostała zawału przed praktykami w ogóle to sobie je TRZEBA ZAŁATWIĆ NAJPIERW XDD,0,0,,
"A w tvp przekaz \""ulica i zagranica\""",0,0,,
@TSWislaCanPack brawo za walke 💪 ale trzeba się wziąć w garść bo to trochę inaczej powinno wyglądać :),0,0,,
@MarcinhoSE7EN @RafaSzlaga przecież w dupie miałeś ten medal :),0,0,,
@IrenaNowak91 Ale teraz Polacy mają więcej doświadczenia,0,0,,
@TSWislaCanPack drużynę to będziemy mieć najładniejszą :) oby sportowo było podobnie :),0,0,,
@niegrzeczny_zen @RobertFelus @DickTracypl Poza tym powinni być szczepieni,0,0,,
@JNizinkiewicz A ten bubel to chwalił się że idzie wojska... Już wrócił?,0,0,,
Jak uniknąć tych wnerwiajacych reklam na playerze,0,0,,
@survi777 @Kasiek_KK @ko_mar8 @Matt_VaranN7 jeśli będzie 2-bramkowe lub wyższe zwycięstwo to kupie 5 biletów #12bohater #DerboweWyzwanie,0,0,,
@KWyszkowski @MansionGlobal jak tam dupeczki? Będą wieczorem tak jak wczoraj?,1,2,,
"Myślę nad urlopem w Gruzji. Które miejsce podpowiecie na \""bazę wypadową\""? I coś bym wcześniej poczytała, polecam się z tytułami 😀",0,0,,
"@PBanaczyk @OnetSport @przeglad To chyba dotyczy każdych \""takich samych\"" wyników, bo trzeba wiedzieć również, kto pierwszy, a kto drugi.",0,0,,
"@Piechocinski Urodzilem sie w komunie, zylem i bylem szczesliwy, w 100% bylem Polakiem, mniej niż teraz z tym premierem i prezydentem",0,0,,
"A w rozmowie z panią Gersdorf MO dziś się jąka i jakaś taka inna.Nie napastliwa, jakaś wyciszona.",0,0,,
"@napalonywikary @Macierewicz_A Jakiś prosty przepis by wymyslili, a tak  teraz karakan wyglada jakby mial pelne pieluchomajtki",0,0,szy,
PROFESOR JEST NA SPOTIFY UMARŁAM XDD,0,0,,
"Duża firma, olbrzymia widać po budynkach a chuj polak szmata, wywozi UKRAINKĘ, na przystanek",0,0,wul,chuj polak szmata
@mbork88 Z ziemi się zbierał po pojedynku powietrznym.,0,0,,
@lis_tomasz w pampersach to ty teraz chodzisz i każdy to widzi że masz pełno w gaciach,1,2,szy,
@MCH_1906 Mączyński się zesrał. Przecież to indywidualna akcja 😂,0,0,,
"@MichalTrelaBlog @jankiew_lp Ba, i to chyba ten mocno wątpliwy na początku.",0,0,,
#HURZAG LIVE 3:1\n87' Strzał bezpośrednio z rzutu wolnego i 3:1 dla @huraganmorag.,0,0,,
"@10murzynkow Ciii, miałam tego nie ujawniać!",0,0,,
"Na pierwszych stronach Dziennika Polskiego artykuł o tym, że kibice Wisły wysyłają kartki świąteczne do więzień haha.To się nazywa obsesja.",0,0,,
@hug_me_justin_b No ale wiesz narazie to ciiii 😂,0,0,,
@bozenakorespon1 @Jeremy30600896 @batmar14 Na temat tej panienki tak.,0,0,,
@K_Kossowski @michalrachon Rewiński autorytet😂😂😂🤣🤣🤣. Stary pierdziel pokroju Pietrzaka. Skończyła się komuna i skończyły się festiwale.,0,0,,
"Gdyby mi u córki wyjebali okna kamieniami, Tusk 100% polityk, a ty przepraszaj sędzinę @ZiobroPL",0,0,,
@R_A_Ziemkiewicz Kiedy swastyka w profilowym mały zboczeńcu,1,1,"atk, atk","kiedy swastyka, zboczeńcu"
@DJuszczyk @Fracho86 @ABG_Wlkp @survi777 Czyli co widzimy się na stadionie z kostka brukowa??,0,0,,
"Jeszcze kilka takich błyskotliwych myśli, jak ta o astronomii i partia Pana Ministra Gowina zmieni nazwę na \""Nieporozumienie\"".",0,0,,
"RT @DamskiK: Jeszcze kilka takich błyskotliwych myśli, jak ta o astronomii i partia Pana Ministra Gowina zmieni nazwę na \""Nieporozumienie\"".",0,0,,
"współczuje ludziom którzy pracują w bankach i muszą pozyskiwać klientów, straszna praca",0,0,,
"@rafalklimek @Czubiniak @rafa_lebiedz24 @januszewski_m To prawda, ale raczej wtedy, gdy wchodziła totalnie rezerwowa jedenastka.",0,0,,
@B_Adamski To i Thiago trzeba powołać 🙃,0,0,,
@derpingkid Czwarte od lewej na pierwszym zdjęciu!!,0,0,,
"@PiotrKoszecki @MichalTrelaBlog Przy remisie zachowaliby jeszcze szanse, a przy porażce 0% na wyjście z grupy.",0,0,,
"To, że w Łodzi wygra Hanka było do przewidzenia, chociaż wynik 71% jest zaskoczeniem i to dużym,ale że Warszawa wybierze Trzaskowskiego!!",0,0,,
@MatiMichniewicz Tu w sumie też. Nie wygrali i trafiają na Urugwaj :),0,0,,
@RafalPiszczek @DominikSolecki nie no wiadomo że straty dzisiaj ogromne ale w ogólnym rachunku beda na duzym plusie,0,0,,
"@RedbadKlijnstra miało być \""pękam z dumy\"" ;p",0,0,,
@_krisb_ w zeszłym sezonie pewnie było podobne gadanie.Ciekawe czy był uśmieszek.,0,0,,
"Ale w sumie gdybym był kobieta i spuchl, kurwa ludzie maja problemy",0,0,,
RT @StachonWojciech: @GiertychRoman Roman wyjedź w Bieszczady,0,0,,
@wislaportal Tłumacza zatrudnią jak niebedzie znała,0,0,,
"@piolisiak Nie takiej gry. Zwycięstwo owszem, ale tu był wysoki poziom w każdym elemencie.",0,0,,
Madera w rezerwach ! Nagłośnijcie sprawę bo to przecież niezgodne z przepisami ! @K_Stanowski @Polsport @M_Wawrzynowski @cwiakala,0,0,,
@RepublikaTV @EdmundJanniger Ale ty jesteś zakłamany skurwysyn,1,1,"atk, atk","zakłamany skurwysyn, zakłamany skurwysyn"
@abyczewska Pewnie widzieli wyroki Sądu Najwyższego.,0,0,,
"Przecież to jest proste. ABW w Gdańsku dowiedziało się, że młody Tusk pracuje w Old Expres i postanowili nie dotykać tematu. #ambergold",0,0,,
"RT @Tomaszarnowski: Przecież to jest proste. ABW w Gdańsku dowiedziało się, że młody Tusk pracuje w Old Expres i postanowili nie dotykać te…",0,0,,
"@niegrzeczny_zen @KsKneblewski Ja zwykle,Twoje życie musi być puste, że nie przychodzi Ci nic lepszego na myśl?",0,0,,
@and_klemba @Wyborcza_Krakow widać jaki to poważny plebiscyt skoro Kapustka jest nominowany,0,0,,
#wtylewizji czyli już wiadomo od kogo te kwiaty dla pani Magdy,0,0,,
@MarKow_4 Jednym bramkarzem mieliśmy grać przez cały sezon?,0,0,,
"@Gasiuk_Pihowicz Pierdzenie z rana Pani Kamilo, myślałem ze kobiety nie puszczają bąków, poparcia wam to nie przyniesie na waszym Titanicu.",1,2,szy,
"RT @wisent_vega: @Gasiuk_Pihowicz Pierdzenie z rana Pani Kamilo, myślałem ze kobiety nie puszczają bąków, poparcia wam to nie przyniesie na…",1,2,szy,
Dziewczynka. Chrześcijanka z obciętą głową. Niestety nie stała się tak popularna jak nieszczęsny Aylan Kurdi... http://t.co/NZMl5NjTnr,0,0,,
RT @nurniflowenola: Dziewczynka. Chrześcijanka z obciętą głową. Niestety nie stała się tak popularna jak nieszczęsny Aylan Kurdi... http://…,0,0,,
"@MalgorzataW5 Od jakiegoś czasu mam dziwne uczucie słuchając PADa, że jest coraz mniej wiarygodny.",0,0,,
@mar_titak Czyli bez karnetu nie można ?,0,0,,
"@wprostcyw Ty kutasie, a ty masz rozum? O urodę nie zapytam żeby cię nie niszczyć. I ty się nazywasz dziennikarzem?",1,1,"atk, atk",kutasie
"@J_Angowski No właśnie nie wiesz, jaki będą mieli skład. Tym dzisiejszym Lecha na pewno nie przestraszą :)",0,0,,
"@PiotrKoszecki @GKS_Katowice Czyli przeciwko niemu zagramy pięć dni wcześniej, niż było to pierwotnie planowane 😂",0,0,,
"@smok05 @katarynaaa @Platforma_org Zamknij japę, bo tyle zlego co kaczystan zrobił, nasze prawnuki bede naprawiać",1,1,atk,zamknij japę
@awsassyloueh Przecież to ma same plusy 😂 chociaż jedna osoba mnie rozumie!!,0,0,,
@BergNieWracaj ok każdy wierzy w to co chce.Pozdro,0,0,,
"Jak wracaliśmy spotkaliśmy dziewczynę z Izraela, jechała do Wizny, sama",0,0,,
@ap_wisla_krakow Minęło trochę czasu i dalej cisza.,0,0,,
Transmisja TVN 24 z przejazdu sędziego Tulei autobusem do rzecznika dyscyplinarnego przejdzie do historii. Historii szajby.,0,0,,
RT @St_Janecki: Transmisja TVN 24 z przejazdu sędziego Tulei autobusem do rzecznika dyscyplinarnego przejdzie do historii. Historii szajby.,0,0,,
"@78Eres Bo ja  jestem proszę pana na zakręcie, pan dzieli każdą zimę, każdy świt na pół  @78Eres",0,0,,
I że niby rząd nie łamie konstytucji OTWÓRZCIE OCZY,0,0,,
"@dolzyk @p_kasiura W sumie @mucziz mogłaby się uczyć, jak wykorzystywać swoje możliwości 😜",0,0,,
"Kolej Podziemna, czytam po przebudzeniui po pijaku, czyli bardzo dobra",0,0,,
Teraz słucham  macie na czym słuchać? Blaze away i  koncert z NOSPR Miuosh Smolik,0,0,,
@WojtowiczG Mnie nic nie potrafi zaskoczyć jeśli chodzi o ten klub 😂,0,0,,
@forumwisla_pl ostatnio ostrzegał w artykule przed transferami przez fundusz inwestycyjny bo wg niego przez to Twente bankrutuje 1/2,0,0,,
@skarbekNH @Wychowany_na_X Według mnie to fake wypucha na zdjęciu niejest miś chyba żeby się tak strasznie zmienił w ostatnim czasie,0,0,,
"@hug_me_justin_b Sandra, kochanie, od kiedy moznaprzyjezdzac do akademika na nowy rok akademicki?",0,0,,
@mogiel90 a jak udowodnił że Wisła złamała prawo bo dalej nie otrzymałem odpowiedzi,0,0,,
"Ja gdzieś w powietrze, a ty do tarczy albo w jakiś obiekt ruchomy ?",0,0,,
@maciek90legia Może pieniążków brak ? :P,0,0,,
@bieberakamuffin Masz jakieś sposoby na zimno? Bo mi tez się robi :(,0,0,,
@lis_tomasz Pan Prezydent A. Duda. Glabie.,0,0,,
@pisorgpl @MorawieckiM Budowa patriotyzmu poprzez fałszowanie historii. Ty zakłamany skurwysynie.,1,2,"atk, atk",zakłamany skurwysynie
"Bądźmy szczerzy. To Ekstraklasa, Pogoń w tym meczu była pewniakiem.",0,0,,
@Polsport @przeglad @MateuszMiga fajny wywiad tylko szkoda że czytałem go kilka dni temu w Dzienniku Polskim,0,0,,
@SweetFat_Cat No ja się boje co jutro będzie 😂😩,0,0,,
"Ahaha, pojebanie mózgowe tego jebniętego narodu \""godność Polaków\"" i 500+, zrobiło z nas szmaty",1,2,,
"@WislaKrakowSA Oby zrezygnował z kontynuacji kariery, już lepiej kolara ogrywac a nie Brozkiem blokować młodych",0,0,,
@rollauerjacek @SadykPasza serio ? A kto prowadził Zagłębie Sosnowiec przez większość rundy i ile Handzlik minut zagrał ?,0,0,,
"@szacki A to przepraszam, słabo znam język belgijski.",0,0,,
"@Ryanair Are you still flying or only canceling flights? You are not airline, you are aircraft store.",0,0,,
@ISzafranska Co roku przemycam. To mój świąteczny czelędż:),0,0,,
@MonikaPielat @SzatanStockton Jak to jak? Jaki wyborca taki wybrany.,0,0,,
@kp_ldz Kolejny wychowanek Jagi w Łodzi 😀,0,0,,
Cały czas mam w głowie jego ostatnia wiadomość i nie potrafię zapomnieć,0,0,,
"@jacazet Mów, że to sztuka nowoczesna, a jak się komuś nie podoba, to znaczy, że się nie zna.",0,0,,
Polski pianista Szymon Nehring zdobył 1-szą nagrodę w Międzynarodowym Mistrzowskim Konkursie Pianistycznym Artura #Rubinsteina w Tel-Awiwie,0,0,,
RT @PAPinformacje: Polski pianista Szymon Nehring zdobył 1-szą nagrodę w Międzynarodowym Mistrzowskim Konkursie Pianistycznym Artura #Rubin…,0,0,,
Nie chce mi się iść na chodkiewicza trudno xd,0,0,,
@tuczko @KiewiczKrz Spokojnie to ze go niema nieznaczy ze w 60 dniu znów coś będzie chciał ugrać. Zwykły laser,0,0,,
"@Jan_Kunert - Normalny list?\n- Nie, zwariowany.",0,0,,
"@XKubiak #PiSkomuna - kurwa, zdzira!\nChciwie w kieszeń Ci spozira\nI wyciąga z niej dukaty. \nChce tu Moskwę mieć. Na raty",1,2,,
"@mactrojanowicz Sama przyjemność, wyjdź w listopadzie w połowie 100",0,0,,
"@Lukaszsleszynsk Progres ma 1 trudny mecz, ale za to jest w bardzo słabej formie.",0,0,,
@PiotrGlinski @KWyszkowski A sfinansujecie je z tych 100 mln euro co daliście Czartoryskim i reszcie.,0,0,,
Ciekawe w jaki sposób zdegradują kaprala Bolka. Może na elektryka? Ale on przecie nic nie umi i tylko by szkodził 🤔\n#ustawadegradacyjna,0,0,,
RT @JackLysy: Ciekawe w jaki sposób zdegradują kaprala Bolka. Może na elektryka? Ale on przecie nic nie umi i tylko by szkodził 🤔\n#ustawade…,0,0,,
@MalgorzataW5 Czy to są te spotkania w ramach lgbt?😁,0,0,,
@MalaEmiEmi A w słowniku ludzi kulturalnych nie ma słów dostatecznie obelżywych żeby określić Elżbietę Morawską. Koniec cytatu.,0,0,,
@mhorala Na twarzach obecnych widać zdecydowane zaangażowanie umysłowe z tematykę spotkania. 😂🤣😂😂🤣🤣,0,0,,
@PawkaRM nie mam teraz czasu żeby oglądać stracone bramki i Ci wymieniać ale to nie chodzi tylko o derby @KrystianKRK,0,0,,
@K_Stanowski mieliśmy tego przykład przy Cierzniaku,0,0,,
"@Piotr_Ru @radkosky Nic nie bierze, tak ma. Na 100% wchodzi do klubu na sucho i bryka do rana",0,0,,
@filipmfn ale tu pewnie kwestie zdrowotne zadecydowały.,0,0,,
"Nie mogę każdemu odpisywać, medytacja @R_A_Ziemkiewic @Doxycyklina1 @bweglarczyk\n\u0026lt;uuuuuuuuuuuuuuuu\nUuuuuuuuuuuuuuuu\nUuuuuuuuuuuiuiiu",0,0,,
@panzer_w1959 Taa.Przestakem go obserwować bo już nie mogłem czytać tego gówna które wypisuje.,0,0,,
@ZelekZyzynski @tomek_sliwka Jutro my z Serbia 3-2 wystarczy do przodu i z Włochami można przegrać do zera,0,0,,
@fcklouboi Powiedz jak Ci się będą podobać następne odcinki 😂,0,0,,
@jakub_szymczuk @10murzynkow To jest bardzo dobre pytanie 😂,0,0,,
"@Piechocinski 2 kg czereśni dziennie, pozdrawiam",0,0,,
"Widzę, że protestujący w sejmie uderzają w coraz wyższe tony. Najpierw eutanazja, A teraz do gazu. A może po prostu do domu i do roboty.",0,0,,
Serio Kszczot powiedział że piłka nożna jest banalna ? A bieg na 800 m jest jaki ?,0,0,,
@MatkaPolka_ Noo! Niezłe nogi!! Czekam na więcej😁😁😁😁. Pozdrawiam z rana😁😁,0,0,,
Wyjechałem z   Polski pośrednio @R_A_Ziemkiewicz @sjastrzebowski,0,0,,
@dankos33 Krystynę mi on przypomina ale trzeba mieć niepokoleji w głowie by się robić na Krystynę,0,0,,
Kto chce ze mna popisać :(,0,0,,
"@SKWK1906 Co w tym czarnym kółku między herbem a \""S\"" miało być docelowo bo chyba to niewyszlo zabardzo",0,0,,
Czemu jakieś randomowe osoby zapraszają mnie do znajomych na fejsie.... przecież ja ich w życiu na oczy nie widziałam,0,0,,
"@Iawenda Spoko ja do banki wyjeżdżam z wyrazami szacunku a ona mi odpisuje Pani z małej, żadnego podpisu nic xd",0,0,,
"@PremierRP @MorawieckiM A co z 3,2 mln dzieci nie objętych 500+",0,0,,
@krakkal @PKP_SA Co ty tam w tym Koźlu Kędzierzysz?,0,0,,
@pbutryn @ZielonaGodzina Ale intuicja Pana nie zawiodła ostatecznie ;-),0,0,,
@arturo0955 @MarcoPaixao30 @carlitoslopez4 @WislaKrakowSA Tak i Sebastian Mila do tego...,0,0,,
"@dwardzich22 A czasem nie został przynajmniej jeden z nich na połowie rywala, żeby Irlandczycy nie mogli wznowić? :P",0,0,,
@tvp_info Możecie pokazać plac z szerokiej perspektywy?,0,0,,
@ZelekZyzynski Gangsterka zastraszyła te wszystkie osoby,0,0,,
"@Wixi93 @MichalTrelaBlog @knuram @MateuszMiga @janekx89 Wywiad tylko utwierdza w przekonaniu, że to kretyn.",0,0,,
"\""Malowany ptak\"". Dawno nie czytałam czegoś z takim stężeniem okrucieństwa na 1000 znaków. \""Gra o tron\"" to przy tym przebieżka z procą. Brrr😧",0,0,,
"Właśnie słyszę, że zmarła Kora",0,0,,
@eclipseofmysoul Jestem nudniejsza od Ciebie uwierz xd,0,0,,
@typicalpolish Nie wkurwiaj się. Nie tylko Tobie.,0,0,,
@pisorgpl @BeataSzydlo @rmf_fm Konkretnie! Jaką macie propozycję dla Tarnowa. Czekam na odpowiedź. Dzisiaj.,0,0,,
"@R_A_Ziemkiewicz Dziwne, że się nie nazywają \""głębokie gardło\"".",0,0,,
@JanekWisnia @johnbinghamjr Ten w ciemnych okularach i filcowym kapeluszu.,0,0,,
Ale co to znaczy w kosmosie,0,0,,
"Koniec, 1:1. Bartek bardzo spokojny i opanowany. Co miał i mógł wybronić, to wybronił, przy golu zupełnie bez szans. Kolejny dobry występ.",0,0,,
@OlgaTaborLeszko @Lukaszsleszynsk Będzie wstęp dla kibiców ?,0,0,,
@Jowita999 Hehehehehe. Na mnie też. Ależ to byłby widok!!!😁😁😁😁,0,0,,
"@Lukaszsleszynsk Czekaj, Leszczak, Stolarski i inni też w tym wieku trenowali z seniorami.",0,0,,
"Jak się nazywa poseł, który bałamuci kobiety na miesiecznicach?\nChwaliPięta.",1,2,szy,
"RT @Marcin_Ctb: Jak się nazywa poseł, który bałamuci kobiety na miesiecznicach?\nChwaliPięta.",1,2,szy,
"Okrzyknięty przez kolegów z partii i sąsiada debilem,wmawia innym choroby psychiczne.#Woronicza17",0,0,,
"RT @JanKryjan: Okrzyknięty przez kolegów z partii i sąsiada debilem,wmawia innym choroby psychiczne.#Woronicza17",0,0,,
"@jedrekjanek @bratpafnucy Ale czym macha jak odgdyzła? Oraz na gwózdek wystarczy, jak u Kłapouchego.",0,0,,
"@ark0vsky Nie dość, że są nie śmieszni to co chwilę piszą jakie to radio zajebiste i zabawne.",0,0,,
"@StarlightMaddie jak tylko będę w domu, bo za niedługo mam pociąg do domu dobrze?",0,0,,
@mzietara7 wesoło to będzie jutro po meczu na Twoich urodzinach :D,0,0,,
Zginanie  palców  u nóg leczy z choroby zwanej nacjonalizm,0,0,,
@survi777 beze mnie :( ja w robocie :( @ktargosz7,0,0,,
@Bartolino78 czyli uważasz że Tuchel sam zrezygnował z Mchitarjana na rzecz Bendera ?,0,0,,
"@KWyszkowski @tvn24 Ty sieroto po komunie, do niczego nie doszedłeś w swoim życiu i teraz żal dupę ściska.",1,1,atk,sieroto po komunie
"Ogólnie to cała rejestracja poszła nie tak jak planowałam ale pozamieniałam co nieco, naprawiłam największe szkody i mogę żyć XD",0,0,,
"Potrzebuje lepszego stalkera oś siebie, muszę znaleźć kogoś instagrama pls help me",0,0,,
"@napalonywikary Cialem maly, wielki duchem jak prezes",0,0,,
"@m_placzkowska No tak właśnie mi się wydawało, ale widziałem tweeta, który sugerowałby co innego :)",0,0,,
@MWszechpolska @krzysztofbosak Czekam teraz na Twittera. Czas najwyższy.,0,0,,
"@sycylia6_ Stroje wieczorowe, więc ja w piżamie 😉",0,0,,
@LittIeBuu Bo generalnie tak się robi,0,0,,
"@tomaszkuzia Czwartek, piatek, sobota, niedziela wolne od pracy",0,0,,
"@niegrzeczny_zen @Marcin_Celinski Lekarze nie leczą, sędziowie nie sądzą itp itd",0,0,,
@ACielczyk @JustaBlaszczyk Może center nie będzie zły :P,0,0,,
@Tomasz_Janson @mikrorekin @Jagiellonia1920 Żubr od dłuższego czasu nie jest sponsorem Jagiellonii.,0,0,,
@wojo1985 tam były chwilę wcześniej tulipany.,0,0,,
"@GiertychRoman Ta rozwalił,  to pozostałości po tej patologi PO",0,0,,
"RT @KarlaBuch1: @GiertychRoman Ta rozwalił,  to pozostałości po tej patologi PO",0,0,,
@K_Stanowski przegonił tak wyraźnie jak Celtic swoich przeciwników w lidze szkockiej,0,0,,
"@elgrabowski @michal_siejak Mi się właśnie wydaje, że skoro z Arką i Cork wszedł tylko z ławki, to teraz powinien zagrać od początku.",0,0,,
"Powiedzmy, że amunicję oszczędzamy na Rio Ave... \u0026lt;śmiech przez łzy\u0026gt;",0,0,,
@sosoDrag @MMostrag @cwiakala Kishna jest już w Lazio,0,0,,
"@njhflicker_ Jeśli chcesz to jasne, wyślę na dm",0,0,,
"@PolskaSiatkowka Skoro to dla ekspertów, to Serbia juz się chyba zakwalifikowała, bo ma 10 zwycięstw 😛",0,0,,
Ej ekspercie od frekwencji na Wiśle @matysiakd czemu nie komentujesz frekwencji na Lechu ?,0,0,,
@a_delimat wiesz może dlaczego tak reagują kibice ?,0,0,,
@chandlersdance Mówił ze nie lubi takiej muzyki XD,0,0,,
"@pottersswallow A to ja nie wiem, mam ios i tam chyba nigdy nie było dymków",0,0,,
P chciał mi załatwić prace im overwhelmed,0,0,,
@TDanisz @zzyzynski ludzie w skarbach kibica chcą jak najwięcej statystyk.A te teksty na kilkunastu puerwszych stronach można sobie darować,0,0,,
"@Lipiec007 widzę, że pewne tweety działają jak magnes 😉",0,0,,
@Kardon1986_2 Frankowski grał od kontuzji Świdra.,0,0,,
"@ZelekZyzynski Tak czy siak \"" niepoddawaj się...\"" ważne ze dotrzymales kroku żonie",0,0,,
Koalicja zaatakowała reżim Asada. Przedtem uprzedziła o tym Rosję.Rosja uprzedziła Syrię.Syria ewakuowała swoje fabryki.,0,0,,
@TDanisz myślałem że wiesz skoro napisałeś że cała Wisła :),0,0,,
@RafaSzlaga Tu się zgadzam.Fajnie że próbuje.Może gdzieś mu się uda coś fajnego znaleźć ale na pewno nie w takich klubach :),0,0,,
mam sliczne imiona dla swoich dzieci ale nie mam dzieci,0,0,,
RT @zamknijpysk: mam sliczne imiona dla swoich dzieci ale nie mam dzieci,0,0,,
@napalonywikary @tomekrog85 Widzialem   Bin Ladena jak chodzi po molo w Sopocie,0,0,,
Gdyby @gajewska_kinga była zwykłą celebrytką to ten gest można by od biedy olać. Ale to jest podobno poseł na sejm RP! Pieluszka i smoczek.,0,0,,
@wkw91 nie mylisz się.Broniszewski przyszedł ze Smudą a Primel za Moskala @przeglad,0,0,,
"@CANALPLUS_SPORT @Marciniak_k  Dziękuję, że nas nie zawiedliście i zapytaliście Kądziora czy by poszedł do Legii 😂",0,0,,
"@niegrzeczny_zen @proof_prof @KOW_z_KOD Z twoich ust to komplement, proszę o więcej",0,0,,
Matka każe mi iść ze sobą do kościoła xddddddddddddddd jeszcze mi palcem grozi XDDDDDD,0,0,,
@michalrachon wreszcie ktoś mnie rozumie! 👍,0,0,,
Założylibyście białe spodnie dzisiaj? pomocy bo mi pasują do outficiku ale no nie wiem??????????,0,0,,
"Kiedy dostajesz 500+, jesteś szcześliwy, w końcu redystrybucja dochodu i jedziesz na upragnioną wycieczkę @niegrzeczny_zen",0,0,,
"Żyjemy w kraju gdzie dziennikarzowi bardziej wypada przebrać się za chuja, niż powiedzieć kłamcy, że kłamie",0,0,,
"RT @R_Lipiec: Żyjemy w kraju gdzie dziennikarzowi bardziej wypada przebrać się za chuja, niż powiedzieć kłamcy, że kłamie",0,0,,
"@TSmokowski 3. Nie, bo to jest coś, za co trzeba wziąć odpowiedzialność, a nie zrzucić ją na innych.",0,0,,
Ja pierdole... 10-letni fani biebera i one direction robią akcje #WeWantToRepeatPOLPOR  niewiem czy śmiać się czy płakać.Ręce opadają.,0,0,,
